"headword","pos","pos_number","CEFR","pos_0","pos_1","pos_2","pos_3","pos_4","pos_5","pos_6","pos_7","pos_8","pos_9","pos_10","pos_11","pos_12","pos_13","pos_14","pos_other","tag","proficiency","answer","last_check","last_check_string"
"appreciate","verb",1,"A2",,"O",,,,,,,,,,,,,,,,-2,,,
"appreciation","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"appreciative","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"approach","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"approach","verb",1,"B2",,"O",,,,,,,,,,,,,,,,,,,
"appropriate","adjective",2,"A2",,,"O",,,,,,,,,,,,,,,-2,,,
"appropriately","adverb",4,"B2",,,,,"O",,,,,,,,,,,,,-2,,,
"approval","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"approve","verb",1,"B1",,"O",,,,,,,,,,,,,,,,-2,,,
"approximate","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"approximately","adverb",4,"B1",,,,,"O",,,,,,,,,,,,,-2,,,
"April","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,"4月",,
"apron","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,"エプロン",,
"arch","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"archaeologist","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"archeologist","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"architect","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"architecture","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"arctic","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"are","be-verb",9,"A1",,,,,,,,,,"O",,,,,,,,-2,"[略]",,
"area","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"arena","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"argue","verb",1,"A2",,"O",,,,,,,,,,,,,,,,-2,,,
"argument","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"arise","verb",1,"B1",,"O",,,,,,,,,,,,,,,,-2,,,
"aristocracy","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"arithmetic","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"arm","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,"腕",,
"arm","verb",1,"B1",,"O",,,,,,,,,,,,,,,,,,,
"armchair","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"armed","adjective",2,"A2",,,"O",,,,,,,,,,,,,,,-2,,,
"armful","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"army","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"around","adverb",4,"A2",,,,,"O",,,,,,,,,,,,,-2,,,
"around","preposition",3,"A1",,,,"O",,,,,,,,,,,,,,,,,
"arouse","verb",1,"B2",,"O",,,,,,,,,,,,,,,,-2,,,
"arrange","verb",1,"B1",,"O",,,,,,,,,,,,,,,,-2,,,
"arrangement","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"arrest","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"arrest","verb",1,"B1",,"O",,,,,,,,,,,,,,,,,,,
"arrival","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"arrive","verb",1,"A1",,"O",,,,,,,,,,,,,,,,-2,,,
"arrogant","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"arrow","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"art","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,"美術",,
"artery","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"article","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"articulate","verb",1,"B2",,"O",,,,,,,,,,,,,,,,-2,,,
"artificial","adjective",2,"A2",,,"O",,,,,,,,,,,,,,,-2,,,
"artificially","adverb",4,"B2",,,,,"O",,,,,,,,,,,,,-2,,,
"artist","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"artistic","adjective",2,"B1",,,"O",,,,,,,,,,,,,,,-2,,,
"artistry","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"as","conjunction",5,"A2",,,,,,"O",,,,,,,,,,,,-2,,,
"as","preposition",3,"A1",,,,"O",,,,,,,,,,,,,,,,,
"ash","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"ashamed","adjective",2,"B1",,,"O",,,,,,,,,,,,,,,-2,,,
"aside","adverb",4,"B1",,,,,"O",,,,,,,,,,,,,-2,,,
"ask","verb",1,"A1",,"O",,,,,,,,,,,,,,,,-2,,,
"asleep","adjective",2,"A2",,,"O",,,,,,,,,,,,,,,-2,,,
"aspect","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"aspiration","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"aspire","verb",1,"B2",,"O",,,,,,,,,,,,,,,,-2,,,
"aspirin","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"assault","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"assemble","verb",1,"B2",,"O",,,,,,,,,,,,,,,,-2,,,
"assembly","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"assert","verb",1,"B2",,"O",,,,,,,,,,,,,,,,-2,,,
"assess","verb",1,"B2",,"O",,,,,,,,,,,,,,,,-2,,,
"assessment","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"assign","verb",1,"B1",,"O",,,,,,,,,,,,,,,,-2,,,
"assignment","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"assist","verb",1,"B1",,"O",,,,,,,,,,,,,,,,-2,,,
"assistance","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"assistant","adjective",2,"A2",,,"O",,,,,,,,,,,,,,,-2,,,
"assistant","noun",0,"B1","O",,,,,,,,,,,,,,,,,,,,
"associate","verb",1,"B1",,"O",,,,,,,,,,,,,,,,-2,,,
"association","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"assume","verb",1,"B1",,"O",,,,,,,,,,,,,,,,-2,,,
"assumption","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"assurance","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"assure","verb",1,"B2",,"O",,,,,,,,,,,,,,,,-2,,,
"astonish","verb",1,"B2",,"O",,,,,,,,,,,,,,,,-2,,,
"astonished","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"astonishing","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"astonishment","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"astronaut","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"astronomer","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"astronomy","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"at","preposition",3,"A1",,,,"O",,,,,,,,,,,,,,-2,,,
"athlete","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"athletic","adjective",2,"B1",,,"O",,,,,,,,,,,,,,,-2,,,
"athletics","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"Atlantic","adjective",2,"B1",,,"O",,,,,,,,,,,,,,,-2,,,
"atmosphere","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"atom","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"atomic","adjective",2,"B1",,,"O",,,,,,,,,,,,,,,-2,,,
"attach","verb",1,"B1",,"O",,,,,,,,,,,,,,,,-2,,,
"attached","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"attachment","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"attack","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"attack","verb",1,"A2",,"O",,,,,,,,,,,,,,,,,,,
"attain","verb",1,"B1",,"O",,,,,,,,,,,,,,,,-2,,,
"attainable","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"attainment","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"attempt","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"attempt","verb",1,"B1",,"O",,,,,,,,,,,,,,,,,,,
"attend","verb",1,"B1",,"O",,,,,,,,,,,,,,,,-2,,,
"attendance","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"attention","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"attentive","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"attentively","adverb",4,"B2",,,,,"O",,,,,,,,,,,,,-2,,,
"attitude","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"attract","verb",1,"B1",,"O",,,,,,,,,,,,,,,,-2,,,
"attraction","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"attractive","adjective",2,"A2",,,"O",,,,,,,,,,,,,,,-2,,,
"attractiveness","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"attribute","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"attribute","verb",1,"B2",,"O",,,,,,,,,,,,,,,,,,,
"atypical","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"aubergine","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"audience","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"audio","adjective",2,"A2",,,"O",,,,,,,,,,,,,,,-2,,,
"audit","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"audition","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"August","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,"8月",,
"aunt","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,"おばさん",,
"author","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"authorise","verb",1,"B2",,"O",,,,,,,,,,,,,,,,-2,,,
"authoritative","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"authority","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"authorize","verb",1,"B2",,"O",,,,,,,,,,,,,,,,-2,,,
"automatic","adjective",2,"A2",,,"O",,,,,,,,,,,,,,,-2,,,
"automatically","adverb",4,"A2",,,,,"O",,,,,,,,,,,,,-2,,,
"autumn","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,"秋",,
"auxiliary","adjective",2,"B1",,,"O",,,,,,,,,,,,,,,-2,,,
"availability","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"available","adjective",2,"B1",,,"O",,,,,,,,,,,,,,,-2,,,
"avenue","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"average","adjective",2,"A2",,,"O",,,,,,,,,,,,,,,-2,,,
"average","noun",0,"A2","O",,,,,,,,,,,,,,,,,,,,
"avoid","verb",1,"A2",,"O",,,,,,,,,,,,,,,,-2,,,
"await","verb",1,"B2",,"O",,,,,,,,,,,,,,,,-2,,,
"awake","adjective",2,"A1",,,"O",,,,,,,,,,,,,,,-2,,,
"award","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"award","verb",1,"B1",,"O",,,,,,,,,,,,,,,,,,,
"aware","adjective",2,"B1",,,"O",,,,,,,,,,,,,,,-2,,,
"awareness","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"away","adverb",4,"A1",,,,,"O",,,,,,,,,,,,,-2,,,
"awe","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"awesome","adjective",2,"B1",,,"O",,,,,,,,,,,,,,,-2,,,
"awful","adjective",2,"A2",,,"O",,,,,,,,,,,,,,,-2,,,
"awkward","adjective",2,"B1",,,"O",,,,,,,,,,,,,,,-2,,,
"ax","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"axe","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"axis","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"baby","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,"赤ちゃん",,
"babysit","verb",1,"B1",,"O",,,,,,,,,,,,,,,,-2,,,
"babysitter","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"back","adjective",2,"A2",,,"O",,,,,,,,,,,,,,,-2,,,
"back","adverb",4,"A1",,,,,"O",,,,,,,,,,,,,,,,
"back","noun",0,"A1","O",,,,,,,,,,,,,,,,,,,,
"back","verb",1,"B1",,"O",,,,,,,,,,,,,,,,,,,
"backache","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"background","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"backpack","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"backpacker","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"backpacking","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"backup","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"backward","adverb",4,"B2",,,,,"O",,,,,,,,,,,,,-2,,,
"backwards","adverb",4,"B2",,,,,"O",,,,,,,,,,,,,-2,,,
"backyard","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"bacon","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"bad","adjective",2,"A1",,,"O",,,,,,,,,,,,,,,-2,,,
"badge","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"badly","adverb",4,"A2",,,,,"O",,,,,,,,,,,,,-2,,,
"badminton","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"bad-tempered","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"bag","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,"バッグ",,
"baggage","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"bake","verb",1,"A2",,"O",,,,,,,,,,,,,,,,-2,,,
"baker","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"bakery","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"balance","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"balance","verb",1,"B2",,"O",,,,,,,,,,,,,,,,,,,
"balanced","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"balcony","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"bald","adjective",2,"B1",,,"O",,,,,,,,,,,,,,,-2,,,
"balky","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"ball","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,"ボール",,
"ballad","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"ballet","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"balloon","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"ballot","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"ban","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"ban","verb",1,"B2",,"O",,,,,,,,,,,,,,,,,,,
"banana","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,"バナナ",,
"band","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,"バンド",,
"bandage","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"bang","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"bang","verb",1,"B1",,"O",,,,,,,,,,,,,,,,,,,
"bank","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,"銀行",,
"bank","verb",1,"A2",,"O",,,,,,,,,,,,,,,,,,,
"bank account","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"banker","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"banking","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"bankrupt","verb",1,"B2",,"O",,,,,,,,,,,,,,,,-2,,,
"bankruptcy","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"bar","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,"酒場",,
"bar","verb",1,"B1",,"O",,,,,,,,,,,,,,,,,,,
"barbecue","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"barbecue","verb",1,"B1",,"O",,,,,,,,,,,,,,,,,,,
"barber","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"barbershop","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"bare","adjective",2,"B1",,,"O",,,,,,,,,,,,,,,-2,,,
"bare","verb",1,"B2",,"O",,,,,,,,,,,,,,,,,,,
"barely","adverb",4,"B1",,,,,"O",,,,,,,,,,,,,-2,,,
"bargain","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"bargain","verb",1,"B2",,"O",,,,,,,,,,,,,,,,,,,
"bark","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"bark","verb",1,"B2",,"O",,,,,,,,,,,,,,,,,,,
"barley","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"barman","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"barn","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"barometer","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"barrel","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"barren","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"barrier","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"bartender","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"base","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"base","verb",1,"B1",,"O",,,,,,,,,,,,,,,,,,,
"baseball","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,"野球",,
"basement","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"basic","adjective",2,"A2",,,"O",,,,,,,,,,,,,,,-2,,,
"basically","adverb",4,"A2",,,,,"O",,,,,,,,,,,,,-2,,,
"basin","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"basis","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"basket","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"basketball","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,"バスケットボール",,
"bat","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,"こうもり",,
"bat","verb",1,"B1",,"O",,,,,,,,,,,,,,,,,,,
"batch","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"bath","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,"風呂",,
"bathe","verb",1,"B1",,"O",,,,,,,,,,,,,,,,-2,,,
"bathhouse","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"bathroom","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,"浴室",,
"battery","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"battle","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"battlefield","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"bay","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"be","be-verb",9,"A1",,,,,,,,,,"O",,,,,,,,-2,"[略]",,
"beach","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,"海岸",,
"beagle","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"beak","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"beam","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"bean","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,"豆",,
"bear","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,"熊",,
"bear","verb",1,"A2",,"O",,,,,,,,,,,,,,,,,,,
"beard","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"bearing","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"beast","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"beat","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"beat","verb",1,"B1",,"O",,,,,,,,,,,,,,,,,,,
"beautiful","adjective",2,"A1",,,"O",,,,,,,,,,,,,,,-2,,,
"beautifully","adverb",4,"B1",,,,,"O",,,,,,,,,,,,,-2,,,
"beautify","verb",1,"B2",,"O",,,,,,,,,,,,,,,,-2,,,
"beauty","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"beaver","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"because","conjunction",5,"A1",,,,,,"O",,,,,,,,,,,,-2,,,
"because of","preposition",3,"B1",,,,"O",,,,,,,,,,,,,,-2,,,
"become","verb",1,"A1",,"O",,,,,,,,,,,,,,,,-2,,,
"bed","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,"ベッド",,
"bedroom","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,"寝室",,
"bedside","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"bee","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,"蜂",,
"beef","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,"牛肉",,
"been","be-verb",9,"A2",,,,,,,,,,"O",,,,,,,,-2,,,
"beer","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"before","adverb",4,"A1",,,,,"O",,,,,,,,,,,,,-2,,,
"before","conjunction",5,"A2",,,,,,"O",,,,,,,,,,,,,,,
"before","preposition",3,"A1",,,,"O",,,,,,,,,,,,,,,,,
"beg","verb",1,"A2",,"O",,,,,,,,,,,,,,,,-2,,,
"begin","verb",1,"A1",,"O",,,,,,,,,,,,,,,,-2,,,
"beginner","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"beginning","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"behalf","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"behave","verb",1,"B1",,"O",,,,,,,,,,,,,,,,-2,,,
"behavior","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"behaviour","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"behind","adverb",4,"A1",,,,,"O",,,,,,,,,,,,,-2,,,
"behind","preposition",3,"A1",,,,"O",,,,,,,,,,,,,,,,,
"being","be-verb",9,"A1",,,,,,,,,,"O",,,,,,,,-2,"[略]",,
"being","noun",0,"A2","O",,,,,,,,,,,,,,,,,,,,
"belief","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"believe","verb",1,"A1",,"O",,,,,,,,,,,,,,,,-2,,,
"bell","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,"ベル",,
"bellow","verb",1,"B2",,"O",,,,,,,,,,,,,,,,-2,,,
"belly","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"belong","verb",1,"A2",,"O",,,,,,,,,,,,,,,,-2,,,
"belongings","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"beloved","adjective",2,"B1",,,"O",,,,,,,,,,,,,,,-2,,,
"below","adverb",4,"A1",,,,,"O",,,,,,,,,,,,,-2,,,
"below","preposition",3,"A1",,,,"O",,,,,,,,,,,,,,,,,
"belt","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"bench","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"bend","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"bend","verb",1,"A2",,"O",,,,,,,,,,,,,,,,,,,
"beneath","preposition",3,"B1",,,,"O",,,,,,,,,,,,,,-2,,,
"beneficial","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"benefit","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"benefit","verb",1,"B2",,"O",,,,,,,,,,,,,,,,,,,
"benevolence","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"benevolent","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"bent","adjective",2,"B1",,,"O",,,,,,,,,,,,,,,-2,,,
"berry","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"beside","preposition",3,"A1",,,,"O",,,,,,,,,,,,,,-2,,,
"besides","adverb",4,"A2",,,,,"O",,,,,,,,,,,,,-2,,,
"besides","preposition",3,"B1",,,,"O",,,,,,,,,,,,,,,,,
"best","adjective",2,"A1",,,"O",,,,,,,,,,,,,,,-2,,,
"best","adverb",4,"A1",,,,,"O",,,,,,,,,,,,,,,,
"bestow","verb",1,"B2",,"O",,,,,,,,,,,,,,,,-2,,,
"bestseller","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"bet","verb",1,"B1",,"O",,,,,,,,,,,,,,,,-2,,,
"betray","verb",1,"B2",,"O",,,,,,,,,,,,,,,,-2,,,
"better","adjective",2,"A1",,,"O",,,,,,,,,,,,,,,-2,,,
"better","adverb",4,"A2",,,,,"O",,,,,,,,,,,,,,,,
"between","preposition",3,"A1",,,,"O",,,,,,,,,,,,,,-2,,,
"bewilder","verb",1,"B2",,"O",,,,,,,,,,,,,,,,-2,,,
"bewilderment","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"beyond","preposition",3,"A2",,,,"O",,,,,,,,,,,,,,-2,,,
"bicycle","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,"自転車",,
"bid","verb",1,"B2",,"O",,,,,,,,,,,,,,,,-2,,,
"bidding","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"big","adjective",2,"A1",,,"O",,,,,,,,,,,,,,,-2,,,
"bike","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,"バイク",,
"bikini","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"bilingual","adjective",2,"B1",,,"O",,,,,,,,,,,,,,,-2,,,
"bill","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"bill","verb",1,"B1",,"O",,,,,,,,,,,,,,,,,,,
"billion","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"bin","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"bind","verb",1,"B2",,"O",,,,,,,,,,,,,,,,-2,,,
"bio","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"biochemistry","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"biography","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"biological","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"biology","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"biotechnology","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"bird","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,"鳥",,
"birdcage","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"birth","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,"誕生",,
"birthday","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,"誕生日",,
"birthplace","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"biscuit","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,"ビスケット",,
"bishop","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"bit","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"bite","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"bite","verb",1,"B1",,"O",,,,,,,,,,,,,,,,,,,
"bitter","adjective",2,"B1",,,"O",,,,,,,,,,,,,,,-2,,,
"bitterly","adverb",4,"B2",,,,,"O",,,,,,,,,,,,,-2,,,
